ANIMAL_ID,SIRE_ID,DAM_ID
DUMMYHUK923M,650000000189806011M,010000000614752011F
DUMMYHUK516M,640000000035807711M,010000000630351411F
010000000808776711F,640000000032110111M,01000000011001371CF
010000000787571411F,640000000036485911M,010000000762419011F
DUMMYHUK979M,640000000031340411M,010000000773911011F
DUMMYHUK894M,640000000032110111M,010000000790901911F
200000000014439711M,200000000005630311M,200000000027110211F
200000000023387111M,200000000016225511M,200000000067341211F
200000000021818111M,200000000016225511M,200000000038523811F
640000000025460711M,640000000019899811M,640000000086692311F
650000000129843011M,640000000019899811M,650000000273474111F
200000000032137111M,200000000020692511M,200000000175270411F
640000000027633311M,640000000019899811M,640000000099857911F
200000000023733711M,*,200000000083385411F
640000000009139111M,640000000007335611M,640000000011695411F
640000000034684811M,650000000149100711M,650000000820329911F
200000000009421111M,010000000005821711M,010000000029686811F
200000000023115711M,200000000009807311M,010000000074384211F
650000000212435711M,650000000192941011M,650000001275009111F
640000000032727911M,650000000139399711M,650000000789395911F
200000000020394911M,200000000008512711M,200000000045182011F
650000000152016111M,650000000140627111M,650000000587971611F
650000000165041411M,650000000142738111M,650000000678129911F
200000000031295511M,200000000021037511M,200000000153412411F
640000000021230011M,640000000019796411M,640000000048246411F
650000000141689711M,650000000130546011M,650000000385429711F
200000000012189111M,010000000006923311M,010000000020954211F
010000000029792311M,010000000025711911M,200000000155757211F
200000000006967911M,010000000005486111M,010000000023076611F
650000000129268111M,650000000109025911M,650000000323609711F
200000000024297511M,200000000020698711M,200000000117451011F
640000000031045111M,640000000026715011M,640000000219381011F
200000000008512711M,010000000004597711M,200000000020051611F
650000000225078311M,650000000191227011M,650000001289580211F
200000000018995711M,200000000016225511M,200000000041977011F
200000000021021911M,200000000016225511M,010000000035558811F
200000000021590711M,200000000013695511M,200000000067854011F
DUMMYHUK1499M,630000031641972111M,010000000837071811F
010000000878348511F,630000045850677811M,010000000838716911F
DUMMYHUK1423M,630000031641972111M,010000000838716911F
010000000010013311M,640000000015833811M,640000000036563211F
650000000162681311M,650000000149100711M,650000000646783411F
640000000017509511M,640000000015515911M,640000000039246411F
650000000212739911M,650000000192622411M,650000001302881111F
640000000031188511M,640000000025966811M,640000000162345311F
640000000038893011M,640000000036316211M,640000000354261911F
650000000142810411M,650000000103850911M,650000000410318311F
200000000029293511M,200000000019314111M,200000000156675411F
640000000028139711M,640000000027392511M,640000000094615811F
200000000023347911M,200000000016225511M,200000000038521811F
200000000027479711M,200000000020257111M,200000000129346211F
640000000039166111M,650000000177341711M,640000000344567011F
200000000019358511M,200000000009798111M,200000000043247611F
640000000696200311M,640000000542969311M,640000000591223511F
650000000201451711M,650000000177341711M,650000001093570711F
650000000202706211M,650000000177341711M,650000001054231011F
650000000123589411M,650000000091594011M,650000000275194411F
DUMMYHUK1136M,650000000202284411M,010000000805073211F
DUMMYHUK1135M,650000000202284411M,010000000805073211F
010000000938498511F,640000000033877811M,010000000805073211F
DUMMYHUK1381M,640000000033339111M,010000000805073211F
200000000379124811F,200000000028943711M,010000000320155211F
200000000516384211F,010000000039785111M,200000000369333811F
DUMMYHUK1458F,630000096025066611M,010000000779234411F
010000000881196311F,630000045850677811M,010000000779234411F
200000000537799611F,200000000034934111M,200000000440693211F
010000000432900211F,640000000029355611M,200000000370384811F
010000000018016811F,*,*
010000000019965811F,*,*
010000000021258411F,*,*
010000000874846111F,630000045850677811M,010000000784638611F
DUMMYHUK855M,650000000189806011M,010000000784638611F
DUMMYHUK848M,640000000030579411M,010000000784638311F
DUMMYHUK1628M,120000000000283611M,010000000803979811F
DUMMYHUK1308M,630000045691149911M,010000000805073011F
DUMMYHUK3016M,600000057889174811M,010000001070213211F
010000000491108211F,640000000033429411M,200000000359108211F
010000000732141611F,640000000034351411M,010000000459012211F
010000000709588411F,640000000034704511M,200000000532580411F
010000000687003011F,640000000032500511M,200000000532580411F
010000000662994611F,010000000040262511M,010000000574554211F
DUMMYHUK647M,640000000036668611M,010000000763628411F
DUMMYHUK1225M,650000000190501711M,010000000768813311F
DUMMYHUK646M,640000000036668611M,010000000768813311F
010000000897699211F,640000000033339111M,010000000777874611F
DUMMYHUK881M,630000031165144311M,010000000790901311F
DUMMYHUK1367M,640000000033339111M,010000000801922111F
200000000499244011F,200000000038764711M,200000000302032811F
010000000851677911F,010000000043811911M,010000000810825911F
DUMMYHUK1620M,650000000210329711M,010000000838716711F
010000000852135911F,640000000036316211M,010000000796187911F
200000000415916211F,200000000029948711M,010000000335039611F
650000001511702611F,650000000192941011M,650000001309733611F
640000000025689611F,*,640000000019881811F
650000000761623411F,650000000142738111M,650000000665927811F
650000000973910911F,650000000155637311M,650000000892649011F
650000001086414511F,650000000181978811M,650000001017349721F
650000000981338511F,650000000162939111M,650000000902031011F
DUMMYHUK1001M,640000000032950111M,010000000787570211F
DUMMYHUK1162M,650000000202284411M,010000000779234411F
DUMMYHUK1037M,630000031165144311M,010000000779234411F
010000000446585611F,640000000029355611M,200000000335767811F
200000000506535611F,200000000027565711M,200000000440693211F
200000000048941611F,010000000004638911M,200000000027074611F
650000000860260811F,650000000149100711M,650000000710767321F
650000000991028311F,650000000149100711M,650000000773028221F
650000001005257711F,650000000158863911M,650000000864435411F
650000000824345211F,650000000149100711M,650000000740832011F
650000001442896611F,650000000192941011M,650000001271078011F
650000000272865511F,650000000090611111M,650000000231821221F
200000000277564011F,200000000031242511M,200000000241263811F
710000568803238311F,650000000185690411M,710000568502301011F
640000000227618611F,640000000026715011M,640000000169629011F
640000000231810311F,640000000029222411M,640000000207634311F
200000000084866611F,200000000017006511M,200000000053281211F
200000000074284011F,010000000016218711M,010000000046365411F
200000000108506211F,200000000012040111M,200000000072502611F
640000000356741711F,650000000149100711M,640000000227618611F
650000001545822811F,650000000208026311M,650000001438628011F
640000000300239911F,640000000033268211M,640000000279002511F
630000031588044511F,650000000182120811M,650000001132758511F
650000000990250411F,650000000158319711M,650000000844537711F
640000000344567011F,640000000032727911M,640000000300239911F
640000001055453811F,640000000547057911M,640000000614956911F
640000000140586711F,640000000024718611M,640000000122119311F
200000000123481411F,200000000016225511M,200000000035559211F
650000001802220511F,650000000214984911M,650000001591585311F
640000000446638011F,650000000177341711M,640000000290596411F
650000001022567511F,650000000159058211M,650000000929679511F
650000001108457611F,650000000166736611M,650000001042193711F
650000001113119511F,650000000166736611M,650000001039011111F
650000001130203311F,650000000162681311M,650000001053315211F
640000000188794211F,640000000025664511M,640000000163042511F
640000000209182411F,640000000026466711M,640000000144371721F
630000014131724311F,630000046050852211M,630000084668779511F
640000000063821411F,*,640000000047498511F
640000000095621711F,640000000019899811M,640000000083117711F
200000000119112011F,200000000008512711M,200000000043448611F
640000000108384611F,640000000019899811M,640000000069421111F
640000000145650311F,640000000021803611M,640000000118138921F
650000001287794211F,650000000169757211M,650000001113119511F
DUMMYHUK742M,650000000185690411M,010000000776801411F
DUMMYHUK1313M,630000045850677811M,010000000787570911F
010000000818959111F,630000031165144311M,010000000787571411F
010000000855014011F,650000000202284411M,010000000787571411F
20000000006124411BF,200000000034934111M,01000000005542891AF
650000001289309111F,650000000169757211M,650000001160928711F
650000001295134811F,650000000169757211M,650000001173063711F
200000000058812611F,*,20000000004707141DF
650000001189585811F,650000000172374111M,650000001031836211F
650000000909035211F,650000000149100711M,650000000766828321F
650000000410318311F,650000000121187411M,650000000378037111F
650000013370103011F,650000012235831311M,650000012804559211F
120000000400723411F,120000000000083211M,12000000030043611CF
640000000120330211F,640000000023529111M,640000000074257011F
600000101512164111F,640000000035279011M,600000101506323911F
640000000243224911F,640000000028305411M,640000000209182411F
200000000037832211F,200000000007042111M,200000000030123611F
650000001385648311F,650000000185690411M,650000001153137311F
650000000249480211F,650000000082270911M,650000000217555021F
650000001147662711F,650000000166736611M,650000001039017021F
200000000025561411F,200000000004986711M,200000000021454011F
650000001073535611F,650000000162681311M,650000000950728711F
640000000261601111F,640000000027742611M,640000000243224911F
200000000081804411F,010000000016226511M,010000000025321611F
120000000021026111F,620000000066250711M,120000000011677711F
200000000072013011F,*,01000000005248921DF
650000001260066711F,650000000169757211M,650000001094620711F
200000000024134811F,200000000004987911M,010000000018017411F
010000000021402011F,640000000039179011M,010000000776171221F
650000001038853011F,650000000149100711M,650000000949468611F
200000000143682611F,200000000017410711M,200000000115221011F
650000013540469411F,650000012235831311M,650000020712477611F
640000000125161911F,640000000024876211M,640000000102488811F
200000000030162411F,200000000006115311M,200000000025236211F
200000000032355211F,200000000006115311M,010000000023786811F
640000000446698711F,650000000177341711M,640000000318598911F
640000000940762711F,650000001712928811M,640000001055453811F
200000000169716411F,200000000023179911M,200000000140119211F
120000000002204211F,640000000032587811M,120000000001393411F
200000000030673211F,200000000005528911M,200000000027074811F
640000000027565311F,640000000009139111M,640000000022025711F
200000000135761611F,200000000022241511M,200000000045223611F
200000000045223611F,200000000005911311M,200000000029012411F
200000000119742611F,200000000015489111M,200000000087626011F
640000000187696311F,640000000022951211M,640000000137001911F
640000000362826911F,640000000033448911M,640000000323135811F
640000000025995811M,640000000017509511M,640000000051332611F
640000000035279011M,650000000149100711M,640000000287659711F
200000000022653111M,200000000010115311M,200000000070382411F
200000000023421911M,200000000020062711M,200000000058473611F
200000000023895511M,200000000013695511M,200000000078962611F
200000000027506511M,200000000019287511M,200000000126657211F
200000000014812711M,200000000008790711M,200000000028767811F
200000000015038911M,010000000004638911M,200000000032948811F
200000000019894711M,200000000017726711M,200000000068334411F
640000000590219511M,640000000039320711M,640000000533738411F
200000000017809111M,200000000008374711M,200000000030119811F
640000000648307611M,650000000212435711M,640000000561930611F
650000000088293311M,650000000069778911M,650000000170094711F
200000000039748711M,200000000031067511M,200000000279603411F
650000000158585211M,650000000152259511M,650000000554360411F
650000000182120811M,650000000165041411M,650000000927166011F
650000000185804711M,650000000165041411M,650000000902061111F
DUMMYHUK1150F,010000000043811911M,010000000775394611F
DUMMYHUK1014M,650000000189806011M,010000000787570911F
DUMMYHUK1124M,650000000190501711M,010000000787570911F
DUMMYHUK1455M,630000096025066611M,010000000787570911F
DUMMYHUK1336M,630000045850677811M,010000000803979511F
200000000417514611F,200000000028713911M,200000000320155411F
DUMMYHUK1434M,630000031641972111M,010000000818959111F
010000000906818811F,650000000196448411M,010000000821361511F
010000000551135011F,010000000033898711M,200000000413625211F
640000000023743811M,640000000019899811M,640000000075085411F
640000000026000811M,640000000019899811M,640000000085743211F
200000000018511111M,200000000006115311M,200000000051117811F
650000000188116311M,650000000165041411M,650000000939855111F
200000000020256611F,010000000004134711M,010000000016924211F
640000000352250011F,640000000032727911M,640000000314194211F
650000001008200411F,650000000134794011M,650000000936030211F
640000000132685711F,640000000025444311M,640000000112340111F
650000001204019711F,650000000166563411M,650000001068875511F
650000001473910411F,650000000198334811M,650000001289580211F
650000000823043711F,650000000144714111M,650000000757876011F
200000000042206811F,010000000007871911M,010000000028779811F
200000000064700611F,200000000005816711M,200000000040624611F
DUMMYHUK391F,640000000034026011M,200000000539349811F
010000000758436211F,640000000033255411M,010000000624862211F
DUMMYHUK1068F,640000000038362211M,010000000614752011F
DUMMYHUK562M,640000000036296511M,010000000650795411F
DUMMYHUK945F,650000000191005311M,010000000643496411F
DUMMYHUK497M,640000000035807711M,010000000643496411F
DUMMYHUK1182M,010000000043811911M,010000000793458411F
DUMMYHUK277F,200000000035345111M,200000000359108411F
DUMMYHUK1655F,650000000208938111M,010000000838716411F
DUMMYHUK1305M,640000000033757811M,010000000838716511F
DUMMYHUK1173M,640000000036316211M,010000000824331111F
